"RunningID","IUID","ScenStart","ScenFut","Endemicity"
1448,"CMR07530","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1449,"CMR07527","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1450,"SSD44363","Rest","65B.xxA","Non-endemic"
1451,"SSD44342","Rest","65B.xxA","Endemic (MDA not delivered)"
1452,"ETH18771","IA","65A.xIA","Non-endemic"
1453,"ETH18890","IA","65A.xIA","Non-endemic"
1454,"ETH18883","IA","65A.xIA","Non-endemic"
1455,"ETH18969","IA","65A.xIA","Non-endemic"
1456,"ETH19014","IA","65A.xIA","Non-endemic"
1457,"ETH19041","IA","65A.xIA","Non-endemic"
1458,"ETH18881","IA","65A.xIA","Non-endemic"
1459,"ETH18959","IA","65A.xIA","Non-endemic"
1460,"ETH19334","IA","65A.xIA","Non-endemic"
1461,"ETH18901","IA","65A.xIA","Non-endemic"
1462,"ETH18889","IA","65A.xIA","Non-endemic"
1463,"GHA21526","IA","65A.xIA","Endemic (under MDA)"
1464,"TGO48670","IA","65A.xIA","Non-endemic"
1465,"BEN03250","IA","65A.xIA","Non-endemic"
1466,"BEN03240","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1467,"NGA36884","Rest","65B.xxA","Non-endemic"
1468,"NGA36702","IA","65A.xIA","Endemic (MDA not delivered)"
1469,"TCD10757","IA","65A.xIA","Non-endemic"
1470,"TCD10716","Rest","65B.xxA","Non-endemic"
1471,"TCD10736","IA","65A.xIA","Endemic (under MDA)"
1472,"TCD10734","IA","65A.xIA","Endemic (under MDA)"
1473,"SSD44367","Rest","65B.xxA","Non-endemic"
1474,"ETH18757","IA","65A.xIA","Non-endemic"
1475,"ETH18916","IA","65A.xIA","Non-endemic"
1476,"ETH18545","IA","65A.xIA","Non-endemic"
1477,"ETH18966","IA","65A.xIA","Non-endemic"
1478,"ETH18839","IA","65A.xIA","Non-endemic"
1479,"ETH19093","IA","65A.xIA","Non-endemic"
1480,"CIV15375","IA","65A.xIA","Endemic (under MDA)"
1481,"NGA37003","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1482,"SSD44338","IA","65A.xIA","Endemic (MDA not delivered)"
1483,"ETH19087","IA","65A.xIA","Non-endemic"
1484,"NGA36886","IA","65A.xIA","Endemic (under MDA)"
1485,"NGA36614","IA","65A.xIA","Endemic (under MDA)"
1486,"NGA36865","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1487,"NGA37073","IA","65A.xIA","Endemic (under MDA)"
1488,"SSD44374","IA","65A.xIA","Endemic (MDA not delivered)"
1489,"ETH18860","IA","65A.xIA","Non-endemic"
1490,"ETH18770","IA","65A.xIA","Non-endemic"
1491,"ETH18991","IA","65A.xIA","Non-endemic"
1492,"ETH19007","IA","65A.xIA","Non-endemic"
1493,"ETH18964","IA","65A.xIA","Non-endemic"
1494,"ETH18818","IA","65A.xIA","Non-endemic"
1495,"ETH18732","IA","65A.xIA","Non-endemic"
1496,"ETH18775","IA","65A.xIA","Non-endemic"
1497,"GHA21505","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1498,"GHA21507","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1499,"NGA36898","IA","65A.xIA","Endemic (MDA not delivered)"
1500,"CMR07539","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1501,"SSD44389","IA","65A.xIA","Endemic (MDA not delivered)"
1502,"ETH18936","IA","65A.xIA","Non-endemic"
1503,"ETH18853","IA","65A.xIA","Endemic (under MDA)"
1504,"ETH18875","IA","65A.xIA","Non-endemic"
1505,"ETH18922","IA","65A.xIA","Non-endemic"
1506,"ETH18755","IA","65A.xIA","Non-endemic"
1507,"ETH18611","IA","65A.xIA","Non-endemic"
1508,"ETH18554","IA","65A.xIA","Non-endemic"
1509,"ETH19022","IA","65A.xIA","Non-endemic"
1510,"ETH18783","IA","65A.xIA","Non-endemic"
1511,"ETH18935","IA","65A.xIA","Non-endemic"
1512,"ETH19083","IA","65A.xIA","Non-endemic"
1513,"GHA21503","IA","65A.xIA","Endemic (under MDA)"
1514,"GHA21529","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1515,"TGO48669","IA","65A.xIA","Non-endemic"
1516,"TGO48668","IA","65A.xIA","Non-endemic"
1517,"NGA37009","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1518,"NGA36373","IA","65A.xIA","Non-endemic"
1519,"ETH18857","IA","65A.xIA","Non-endemic"
1520,"ETH18832","IA","65A.xIA","Non-endemic"
1521,"ETH18910","IA","65A.xIA","Non-endemic"
1522,"ETH18786","IA","65A.xIA","Non-endemic"
1523,"ETH18503","IA","65A.xIA","Non-endemic"
1524,"SLE42259","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1525,"SLE42260","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1526,"GHA21515","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1527,"NGA36875","IA","65A.xIA","Endemic (under MDA)"
1528,"NGA36613","IA","65A.xIA","Endemic (under MDA)"
1529,"NGA36615","IA","65A.xIA","Endemic (under MDA)"
1530,"NGA36897","Rest","65B.xxA","Non-endemic"
1531,"NGA36374","IA","65A.xIA","Endemic (under MDA)"
1532,"CMR07529","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1533,"TCD10755","IA","65A.xIA","Non-endemic"
1534,"TCD10696","IA","65A.xIA","Endemic (under MDA)"
1535,"ETH18777","IA","65A.xIA","Non-endemic"
1536,"ETH18801","IA","65A.xIA","Non-endemic"
1537,"ETH18848","IA","65A.xIA","Non-endemic"
1538,"ETH19031","IA","65A.xIA","Non-endemic"
1539,"ETH18955","IA","65A.xIA","Non-endemic"
1540,"ETH18888","IA","65A.xIA","Non-endemic"
1541,"ETH18850","IA","65A.xIA","Non-endemic"
1542,"CIV15409","IA","65A.xIA","Non-endemic"
1543,"NGA36982","IA","65A.xIA","Non-endemic"
1544,"NGA36881","IA","65A.xIA","Endemic (under MDA)"
1545,"NGA36874","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1546,"NGA36365","IA","65A.xIA","Endemic (under MDA)"
1547,"CMR07538","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1548,"SSD44361","IA","65A.xIA","Endemic (MDA not delivered)"
1549,"SSD44376","IA","65A.xIA","Non-endemic"
1550,"ETH18921","IA","65A.xIA","Non-endemic"
1551,"ETH18805","IA","65A.xIA","Non-endemic"
1552,"ETH19049","IA","65A.xIA","Non-endemic"
1553,"NGA36829","Rest","65B.xxA","Non-endemic"
1554,"NGA36868","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1555,"NGA36862","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1556,"CMR07536","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1557,"TCD10703","IA","65A.xIA","Endemic (under MDA)"
1558,"ETH18867","IA","65A.xIA","Non-endemic"
1559,"ETH18812","IA","65A.xIA","Endemic (under MDA)"
1560,"ETH19030","IA","65A.xIA","Non-endemic"
1561,"ETH18825","IA","65A.xIA","Non-endemic"
1562,"ETH18855","IA","65A.xIA","Non-endemic"
1563,"ETH18849","IA","65A.xIA","Non-endemic"
1564,"ETH18958","IA","65A.xIA","Non-endemic"
1565,"GIN22618","IA","65A.xIA","Endemic (MDA not delivered)"
1566,"CIV15410","IA","65A.xIA","Endemic (under MDA)"
1567,"NGA36838","IA","65A.xIA","Endemic (under MDA)"
1568,"NGA36612","Rest","65B.xxA","Non-endemic"
1569,"NGA37014","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1570,"NGA37016","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1571,"NGA37012","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1572,"NGA37064","IA","65A.xIA","Endemic (under MDA)"
1573,"NGA37078","IA","65A.xIA","Endemic (under MDA)"
1574,"TCD10697","IA","65A.xIA","Endemic (under MDA)"
1575,"CAF09647","Rest","65B.xxA","Endemicity unknown"
1576,"SSD44385","IA","65A.xIA","Endemic (MDA not delivered)"
1577,"SSD44341","IA","65A.xIA","Non-endemic"
1578,"SSD44382","IA","65A.xIA","Endemic (MDA not delivered)"
1579,"ETH18852","IA","65A.xIA","Non-endemic"
1580,"ETH19021","IA","65A.xIA","Non-endemic"
1581,"ETH18643","IA","65A.xIA","Non-endemic"
1582,"ETH18864","IA","65A.xIA","Non-endemic"
1583,"ETH19079","IA","65A.xIA","Non-endemic"
1584,"ETH19056","IA","65A.xIA","Non-endemic"
1585,"SLE42255","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1586,"CIV15384","IA","65A.xIA","Endemic (under MDA)"
1587,"TGO48667","IA","65A.xIA","Non-endemic"
1588,"NGA37079","IA","65A.xIA","Endemic (under MDA)"
1589,"TCD10699","IA","65A.xIA","Endemic (under MDA)"
1590,"ETH18811","IA","65A.xIA","Non-endemic"
1591,"ETH18941","IA","65A.xIA","Non-endemic"
1592,"ETH19034","IA","65A.xIA","Non-endemic"
1593,"ETH18892","IA","65A.xIA","Non-endemic"
1594,"ETH18802","IA","65A.xIA","Non-endemic"
1595,"ETH18882","IA","65A.xIA","Non-endemic"
1596,"GHA21516","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1597,"NGA36831","IA","65A.xIA","Non-endemic"
1598,"NGA36869","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1599,"NGA37070","IA","65A.xIA","Endemic (under MDA)"
1600,"SSD44384","IA","65A.xIA","Endemic (MDA not delivered)"
1601,"ETH18791","IA","65A.xIA","Endemic (MDA not delivered)"
1602,"ETH18993","IA","65A.xIA","Non-endemic"
1603,"ETH18490","IA","65A.xIA","Non-endemic"
1604,"ETH19062","IA","65A.xIA","Non-endemic"
1605,"NGA36994","IA","65A.xIA","Endemic (MDA not delivered)"
1606,"NGA36991","Rest","65B.xxA","Non-endemic"
1607,"TCD10698","IA","65A.xIA","Endemic (under MDA)"
1608,"SSD44357","IA","65A.xIA","Endemic (MDA not delivered)"
1609,"ETH18973","IA","65A.xIA","Non-endemic"
1610,"ETH18944","IA","65A.xIA","Non-endemic"
1611,"ETH19028","IA","65A.xIA","Endemic (MDA not delivered)"
1612,"ETH18753","IA","65A.xIA","Non-endemic"
1613,"ETH18981","IA","65A.xIA","Non-endemic"
1614,"ETH19046","IA","65A.xIA","Non-endemic"
1615,"CIV15373","IA","65A.xIA","Endemic (under MDA)"
1616,"NGA36998","Rest","65B.xxA","Non-endemic"
1617,"NGA36617","Rest","65B.xxA","Non-endemic"
1618,"TCD10707","IA","65A.xIA","Non-endemic"
1619,"SSD44364","Rest","65B.xxA","Non-endemic"
1620,"ETH18988","IA","65A.xIA","Non-endemic"
1621,"ETH18810","IA","65A.xIA","Non-endemic"
1622,"ETH18814","IA","65A.xIA","Endemic (MDA not delivered)"
1623,"ETH18838","IA","65A.xIA","Non-endemic"
1624,"ETH18809","IA","65A.xIA","Non-endemic"
1625,"ETH18909","IA","65A.xIA","Non-endemic"
1626,"ETH18488","IA","65A.xIA","Non-endemic"
1627,"ETH18736","IA","65A.xIA","Non-endemic"
1628,"ETH18762","IA","65A.xIA","Non-endemic"
1629,"GIN22629","IA","65A.xIA","Endemic (MDA not delivered)"
1630,"NGA36841","IA","65A.xIA","Endemic (under MDA)"
1631,"NGA36616","IA","65A.xIA","Endemic (under MDA)"
1632,"NGA36867","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1633,"NGA36871","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1634,"CMR07534","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1635,"TCD10706","Rest","65B.xxA","Non-endemic"
1636,"SSD44360","IA","65A.xIA","Non-endemic"
1637,"SSD44387","IA","65A.xIA","Non-endemic"
1638,"ETH18952","IA","65A.xIA","Non-endemic"
1639,"ETH18919","IA","65A.xIA","Non-endemic"
1640,"ETH18946","IA","65A.xIA","Non-endemic"
1641,"ETH18917","IA","65A.xIA","Non-endemic"
1642,"ETH18895","IA","65A.xIA","Non-endemic"
1643,"ETH18876","IA","65A.xIA","Non-endemic"
1644,"ETH18963","IA","65A.xIA","Non-endemic"
1645,"ETH18965","IA","65A.xIA","Non-endemic"
1646,"NGA36361","IA","65A.xIA","Endemic (under MDA)"
1647,"TCD10718","IA","65A.xIA","Endemic (under MDA)"
1648,"SSD44334","Rest","65B.xxA","Non-endemic"
1649,"ETH19039","IA","65A.xIA","Non-endemic"
1650,"ETH18980","IA","65A.xIA","Non-endemic"
1651,"ETH18940","IA","65A.xIA","Non-endemic"
1652,"ETH18795","IA","65A.xIA","Non-endemic"
1653,"ETH18957","IA","65A.xIA","Endemic (under MDA)"
1654,"CIV15353","IA","65A.xIA","Endemic (under MDA)"
1655,"CIV15351","IA","65A.xIA","Endemic (under MDA)"
1656,"NGA36999","Rest","65B.xxA","Non-endemic"
1657,"NGA36870","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1658,"NGA37010","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1659,"NGA37068","IA","65A.xIA","Endemic (under MDA)"
1660,"ETH18763","IA","65A.xIA","Endemic (under MDA)"
1661,"ETH18815","IA","65A.xIA","Non-endemic"
1662,"ETH19026","IA","65A.xIA","Non-endemic"
1663,"ETH19016","IA","65A.xIA","Non-endemic"
1664,"ETH18790","IA","65A.xIA","Non-endemic"
1665,"ETH19045","IA","65A.xIA","Non-endemic"
1666,"GHA21421","IA","65A.xIA","Non-endemic"
1667,"GHA21574","IA","65A.xIA","Non-endemic"
1668,"BEN03247","IA","65A.xIA","Non-endemic"
1669,"NGA37069","IA","65A.xIA","Endemic (under MDA)"
1670,"ETH18903","IA","65A.xIA","Non-endemic"
1671,"ETH18738","IA","65A.xIA","Non-endemic"
1672,"ETH18780","IA","65A.xIA","Non-endemic"
1673,"ETH18746","IA","65A.xIA","Non-endemic"
1674,"ETH19076","IA","65A.xIA","Non-endemic"
1675,"GHA21414","IA","65A.xIA","Non-endemic"
1676,"NGA36826","IA","65A.xIA","Endemic (under MDA)"
1677,"NGA36832","Rest","65B.xxA","Non-endemic"
1678,"NGA36816","IA","65A.xIA","Endemic (under MDA)"
1679,"ETH19000","IA","65A.xIA","Endemic (under MDA)"
1680,"ETH18756","IA","65A.xIA","Non-endemic"
1681,"ETH18821","IA","65A.xIA","Non-endemic"
1682,"ETH19024","IA","65A.xIA","Non-endemic"
1683,"ETH18925","IA","65A.xIA","Non-endemic"
1684,"ETH18816","IA","65A.xIA","Non-endemic"
1685,"NGA37065","IA","65A.xIA","Endemic (under MDA)"
1686,"NGA36356","IA","65A.xIA","Endemic (under MDA)"
1687,"CMR07540","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1688,"TCD10705","IA","65A.xIA","Endemic (under MDA)"
1689,"TCD10710","Rest","65B.xxA","Non-endemic"
1690,"ETH18720","IA","65A.xIA","Endemic (under MDA)"
1691,"ETH18977","IA","65A.xIA","Non-endemic"
1692,"ETH18767","IA","65A.xIA","Non-endemic"
1693,"BEN03244","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1694,"NGA36970","Rest","65B.xxA","Non-endemic"
1695,"NGA36995","Rest","65B.xxA","Non-endemic"
1696,"NGA36873","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1697,"TCD10702","IA","65A.xIA","Endemic (under MDA)"
1698,"ETH18781","IA","65A.xIA","Non-endemic"
1699,"ETH18939","IA","65A.xIA","Non-endemic"
1700,"ETH19331","IA","65A.xIA","Non-endemic"
1701,"ETH19097","IA","65A.xIA","Non-endemic"
1702,"NGA36971","Rest","65B.xxA","Non-endemic"
1703,"SSD44366","Rest","65B.xxA","Non-endemic"
1704,"ETH18808","IA","65A.xIA","Non-endemic"
1705,"ETH18989","IA","65A.xIA","Non-endemic"
1706,"ETH18990","IA","65A.xIA","Non-endemic"
1707,"ETH18915","IA","65A.xIA","Non-endemic"
1708,"SLE42254","IA","65A.xIA","Endemic (under MDA)"
1709,"LBR26825","IA","65A.xIA","Endemic (under MDA)"
1710,"GHA21511","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1711,"NGA36825","Rest","65B.xxA","Non-endemic"
1712,"NGA36864","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1713,"ETH18843","IA","65A.xIA","Non-endemic"
1714,"ETH18807","IA","65A.xIA","Non-endemic"
1715,"ETH18794","IA","65A.xIA","Non-endemic"
1716,"ETH19332","IA","65A.xIA","Non-endemic"
1717,"ETH19011","IA","65A.xIA","Non-endemic"
1718,"SLE42261","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1719,"SLE42253","IA","65A.xIA","Endemic (under MDA)"
1720,"GIN22628","IA","65A.xIA","Non-endemic"
1721,"CIV15374","IA","65A.xIA","Endemic (under MDA)"
1722,"BEN03246","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1723,"NGA36833","IA","65A.xIA","Endemic (under MDA)"
1724,"NGA36872","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1725,"NGA36863","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1726,"CAF09656","Rest","65B.xxA","Endemicity unknown"
1727,"SSD44401","IA","65A.xIA","Endemic (under MDA)"
1728,"SSD44365","Rest","65B.xxA","Endemic (MDA not delivered)"
1729,"ETH18721","IA","65A.xIA","Non-endemic"
1730,"ETH18723","IA","65A.xIA","Non-endemic"
1731,"ETH18717","IA","65A.xIA","Endemic (under MDA)"
1732,"ETH18799","IA","65A.xIA","Non-endemic"
1733,"ETH18961","IA","65A.xIA","Non-endemic"
1734,"ETH18787","IA","65A.xIA","Non-endemic"
1735,"SLE42266","IA","65A.xIA","Endemic (MDA not delivered)"
1736,"SLE42265","IA","65A.xIA","Endemic (under MDA)"
1737,"GHA21575","IA","65A.xIA","Non-endemic"
1738,"NGA36824","IA","65A.xIA","Endemic (under MDA)"
1739,"NGA36814","IA","65A.xIA","Endemic (under MDA)"
1740,"TCD10704","IA","65A.xIA","Endemic (under MDA)"
1741,"CAF09652","Rest","65B.xxA","Endemicity unknown"
1742,"SSD44333","IA","65A.xIA","Non-endemic"
1743,"ETH18726","IA","65A.xIA","Non-endemic"
1744,"ETH18908","IA","65A.xIA","Non-endemic"
1745,"ETH18861","IA","65A.xIA","Non-endemic"
1746,"ETH19120","IA","65A.xIA","Non-endemic"
1747,"ETH19251","IA","65A.xIA","Non-endemic"
1748,"ETH18886","IA","65A.xIA","Non-endemic"
1749,"ETH19060","IA","65A.xIA","Non-endemic"
1750,"SLE42263","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1751,"TGO48666","IA","65A.xIA","Non-endemic"
1752,"NGA36984","Rest","65B.xxA","Non-endemic"
1753,"NGA36815","Rest","65B.xxA","Non-endemic"
1754,"NGA36372","IA","65A.xIA","Endemic (under MDA)"
1755,"TCD10700","IA","65A.xIA","Endemic (under MDA)"
1756,"ETH19038","IA","65A.xIA","Non-endemic"
1757,"ETH19212","IA","65A.xIA","Non-endemic"
1758,"ETH19182","IA","65A.xIA","Non-endemic"
1759,"ETH18844","IA","65A.xIA","Non-endemic"
1760,"ETH18792","IA","65A.xIA","Non-endemic"
1761,"ETH18842","IA","65A.xIA","Non-endemic"
1762,"ETH18902","IA","65A.xIA","Non-endemic"
1763,"ETH19104","IA","65A.xIA","Non-endemic"
1764,"ETH19073","IA","65A.xIA","Non-endemic"
1765,"GIN22635","IA","65A.xIA","Non-endemic"
1766,"GHA21572","IA","65A.xIA","Non-endemic"
1767,"TGO48694","IA","65A.xIA","Non-endemic"
1768,"NGA36835","IA","65A.xIA","Endemic (MDA not delivered)"
1769,"NGA36836","IA","65A.xIA","Endemic (under MDA)"
1770,"SSD44347","Rest","65B.xxA","Non-endemic"
1771,"GHA21425","IA","65A.xIA","Non-endemic"
1772,"BEN03249","IA","65A.xIA","Non-endemic"
1773,"NGA37000","Rest","65B.xxA","Non-endemic"
1774,"NGA36827","IA","65A.xIA","Endemic (under MDA)"
1775,"NGA36840","IA","65A.xIA","Endemic (under MDA)"
1776,"NGA36817","Rest","65B.xxA","Non-endemic"
1777,"TCD10701","IA","65A.xIA","Endemic (under MDA)"
1778,"ETH18947","IA","65A.xIA","Non-endemic"
1779,"ETH19234","IA","65A.xIA","Non-endemic"
1780,"ETH19040","IA","65A.xIA","Non-endemic"
1781,"NGA36866","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1782,"NGA37077","IA","65A.xIA","Endemic (MDA not delivered)"
1783,"ETH19204","IA","65A.xIA","Endemic (under MDA)"
1784,"ETH18896","IA","65A.xIA","Non-endemic"
1785,"ETH18754","IA","65A.xIA","Non-endemic"
1786,"ETH18773","IA","65A.xIA","Non-endemic"
1787,"ETH19012","IA","65A.xIA","Non-endemic"
1788,"ETH19149","IA","65A.xIA","Non-endemic"
1789,"ETH19179","IA","65A.xIA","Non-endemic"
1790,"ETH19231","IA","65A.xIA","Non-endemic"
1791,"ETH18806","IA","65A.xIA","Non-endemic"
1792,"ETH19096","IA","65A.xIA","Non-endemic"
1793,"NGA36985","Rest","65B.xxA","Non-endemic"
1794,"NGA36988","Rest","65B.xxA","Non-endemic"
1795,"CMR07541","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1796,"ETH18998","IA","65A.xIA","Non-endemic"
1797,"ETH18904","IA","65A.xIA","Non-endemic"
1798,"ETH18938","IA","65A.xIA","Non-endemic"
1799,"ETH19057","IA","65A.xIA","Non-endemic"
1800,"CIV15405","IA","65A.xIA","Endemic (under MDA)"
1801,"CIV15361","IA","65A.xIA","Endemic (under MDA)"
1802,"GHA21422","IA","65A.xIA","Non-endemic"
1803,"BEN03248","IA","65A.xIA","Endemic (under post-intervention surveillance)"
1804,"NGA36986","IA","65A.xIA","Endemic (MDA not delivered)"
1805,"NGA36839","Rest","65B.xxA","Non-endemic"
1806,"NGA36830","IA","65A.xIA","Endemic (under MDA)"
1807,"SSD44386","IA","65A.xIA","Non-endemic"
1808,"ETH19008","IA","65A.xIA","Non-endemic"
1809,"ETH18830","IA","65A.xIA","Non-endemic"
1810,"ETH19019","IA","65A.xIA","Non-endemic"
1811,"ETH18834","IA","65A.xIA","Non-endemic"
1812,"ETH19013","IA","65A.xIA","Non-endemic"
1813,"GHA21419","IA","65A.xIA","Non-endemic"
1814,"GHA21427","IA","65A.xIA","Non-endemic"
1815,"GHA21573","IA","65A.xIA","Non-endemic"
1816,"NGA36997","IA","65A.xIA","Endemic (MDA not delivered)"
1817,"NGA36460","IA","65A.xIA","Endemic (under MDA)"
1818,"NGA37066","IA","65A.xIA","Endemic (under MDA)"
1819,"ETH18715","IA","65A.xIA","Non-endemic"
1820,"ETH18979","IA","65A.xIA","Non-endemic"
1821,"ETH19177","IA","65A.xIA","Non-endemic"
1822,"ETH18828","IA","65A.xIA","Non-endemic"
1823,"ETH19114","IA","65A.xIA","Non-endemic"
1824,"ETH19052","IA","65A.xIA","Non-endemic"
1825,"ETH19081","IA","65A.xIA","Non-endemic"
1826,"CIV15363","IA","65A.xIA","Endemic (under MDA)"
1827,"GHA21436","IA","65A.xIA","Non-endemic"
1828,"GHA21428","IA","65A.xIA","Non-endemic"
1829,"GHA21571","IA","65A.xIA","Non-endemic"
1830,"NGA36954","IA","65A.xIA","Endemic (under MDA)"
1831,"NGA36589","IA","65A.xIA","Endemic (under MDA)"
1832,"NGA36813","IA","65A.xIA","Endemic (under MDA)"
1833,"NGA37067","IA","65A.xIA","Endemic (under MDA)"
1834,"SSD44403","IA","65A.xIA","Non-endemic"
1835,"ETH18714","IA","65A.xIA","Endemic (MDA not delivered)"
1836,"ETH18831","IA","65A.xIA","Non-endemic"
1837,"ETH19245","IA","65A.xIA","Non-endemic"
1838,"ETH19224","IA","65A.xIA","Non-endemic"
1839,"ETH18759","IA","65A.xIA","Non-endemic"
1840,"CIV15362","IA","65A.xIA","Endemic (under MDA)"
1841,"CIV15396","IA","65A.xIA","Endemic (under MDA)"
1842,"CIV15354","IA","65A.xIA","Endemic (under MDA)"
1843,"NGA36983","Rest","65B.xxA","Non-endemic"
1844,"NGA36990","IA","65A.xIA","Endemic (under MDA)"
